Label,Susan,Jeroen
Kinderuitzending,,
Kinderverschickung',,
Kindersendung,,
Kinderlandverschickung,,
Jeugd,,
Jugend,,
Youth,,
Werfstraatgevangenis,,
Werfstraat Prison,,
Werfstraatgevangenis',,
Reich Labour Service,,
Reichsarbeitsdienst,,
Arbeidsdienst,,
Arbeidsdienst',,
Arbeitsbeschaffung,,
Provision of work,,
Werkverschaffing,,
Smokkel,,
Smuggling,,
Schmuggel,,
Landbouwproducten,,
Agricultural products,,
Agrarprodukte,,
Hagespraken,,
Hagespraken',,
Partijdagen,,
Parteitage,,
Party Days,,
Rōmusha's,,
Romusha's,,
Zwangsarbeiter,,
Dwangarbeiders,dwangarbeiders,Dwangarbeiders
Forced laborers,,
Tekeningen,,
Zeichnungen,,
Drawings,,
Vechtpartijen,vechtpartijen,Vechtpartijen
Fights,,
Schlägerei,,
IJssalon Koco,,
IJssalon (Eisdiele) Koco,,
IJssalon (Ice Cream Parlour) Koco,,
Großveranstaltung,,
Massabijeenkomsten,,Massabijeenkomsten
Mass gatherings,,
Manifestations,,
Manifestationen,,
Manifestaties,,Manifestaties
Predikant,,
Prediger,,
Predikanten,,
Nationale feestrokken,,
Liberation skirts,,
Nationale feestrokken',,
Bevrijding,,Bevrijding
Liberation,,
Befreiung,,
Ordediensten,,Ordediensten
Law enforcements,,
Ordner,,
Military Government,,
Militair Gezag',,
Militair Gezag,,Militair Gezag
Ubergangsregime,,
Overgangsbewind,,
Transitional regime,,
Radio Herrijzend Nederland,,
Tjitaroem square,,
Tjitaroemplein,,
Tjitaroemplein',,
Tjipinang,,
Fort Ngawi,,
Fort Ngawi',,
Ambarawa,,
Kalitjeret,,
Brastagi,,
Karangpanas,,
Bangka,,
Si Rengorengo,,
Tjitjalengka,,
Lowokwaru Prison,,
Lowokwaroe-gevangenis',,
Lowokwaroe-gevangenis,,
Grogol,,
Karang Tengah,,
Telogosari,,
Bandoengan,,
Parepare,,
"Transport van Kamp Vught naar Auschwitz-Birkenau, 20 september 1943- 23 september 1943",,
"Transport van Kamp Vught naar Ravensbrück, 6 september 1944",,
"Transport van Kamp Vught naar Auschwitz-Birkenau, 15 november 1943- 17 november 1943",,
"Transport van Kamp Vught naar Auschwitz-Birkenau, 18 oktober 1943- 21 oktober 1943",,
Bunker Tragedy,,
Bunkerdrama',,
Bunkerdrama,,
Geweldpleging,geweldpleging,Geweldpleging
Gewalttätigkeit,,
Violence,,
Rassenkunde,,
Racial anthropology,,
Rassismus,,
Eugenetica,,
Eugenics,,
Eugenik,,
Nordische Rasse',,
Noordras,,
Nordische Rasse,,
Germanic peoples,,
Germanen,,
SS Race and Settlement Main Office,,
Rasse und Siedlungshauptamt,,
Mennoniten,,
Mennonisme,,
Mennonite,,
Borgo San Dalmazzo,,
Bozen,,
Fünfbrunnen,,
Écrouves,,
Camp des Milles,,
Amersfoort concentration camp,,
Durchgangslager Amersfoort,,
Kamp Amersfoort,,
Drancy,,
Breendonk,,
Breendonk',,
Slag om de Grebbeberg,,
Nederlandse capitulatie,,
Proclamation,,
Proklamation,,
Proclamaties,,
Historiographie,,
Historiography,,
Historiografie,,
Falange,,
Serven,,
National Socialist Women's League,,
Nationalsozialistische Frauenschaft,,
Kampfhandlungen,,
Gevechtshandelingen,gevechtshandelingen,Gevechtshandelingen
Combat acts,,
De Amsterdamsche Keurkamer,,
De Amsterdamsche Keurkamer',,
Raid on the Civil Register Amsterdam,,
Aanslag op het Bevolkingsregister Amsterdam,,
Anschlag auf das Einwohnermeldeamt Amsterdam,,
Barracks,,
Barakken,,
Baracken,,
Oorlogsbuit,,Oorlogsbuit
Spoils of war,,
Kriegsbeute,,
Grenzverkehr,,
Border traffic,,
Grensverkeer,,
Grenscorrecties,,
Border corrections,,
Grenzberichtigung,,
Grenzkontrolle,,
Grenscontrole,,
Border control,,
Oder-Neissegrens,,
Oder–Neisse line,,
Oder-Neiße-Grenze,,
Grenzkontrolle,,
Border patrol,,
Grensbewaking,,
Cattle-breeding,,
Veeteelt,,
Viehhaltung,,
Traffic,,
Verkehr,,
Verkeer,,
Vredesonderhandelingen,,
Friedensverhandlungen,,
Peace negotiations,,
Negotiations,,
Onderhandelingen,,
Verhandlungen,,
Compiègne,,
Maritime disasters,,
Scheepsrampen,,
Schiffskatastrophen,,
Seekrieg,,
Zeeoorlog,,Zeeoorlog
Naval warfare,,
Disasters,,
Rampen,,
Katastrophen,,
Synagogues,,
Synagogen,,
Hitler rijkskanselier,,
Suez Canal,,
Sueskanal,,
Suezkanaal,,
Moffenmeisjes,,
Moffenmeisjes',,
Bombing of Nijmegen,,
Bombardierung von Nijmegen,,
Bombardement op Nijmegen,,
Rathauskatastrophe Heusden,,
City hall disaster of Heusden,,
Stadhuisramp Heusden,,
Air strikes,,
Luchtaanvallen,luchtaanvallen,Luchtaanvallen
Luftangriff,,
Oorlogsvrijwilligers,,
War Volunteers,,
Kriegsfreiwillige,,
Frontzorg',,
Frontzorg,,Frontzorg
Divisie Wiking,,
Division Wiking,,
Dutch Volunteers Legion,,
Freiwilligen Legion Niederlande,,
Vrijwilligerslegioen Nederland,,
Fährdienst,,
Ponten,,
Ferry,,
Luftschiffe,,
Airships,,
Luchtschepen,,
Vehicles,,
Voertuigen,,
Verkehrsmittel,,
Motorcycle,,
Motorfietsen,,
Motorräder,,
Krankenwagen,,
Ambulances,,
Autobahnen,,
Autobahnen',,
Fahrzeuge,,
Vessels,,
Vaartuigen,,
Cars,,
Autos,,
Auto's,,
Barneveldgroep',,
Barneveldgroep,,
Vrijstellingen,,
Sperre',,
Sperre,,
Bevrijdingsdag,,
Liberation Day,,
Befreiungstag,,
Oorlogsgravenstichting',,
Oorlogsgravenstichting,,
Oorlogsgraven,,
Kriegsgräber,,
War graves,,
Radicalisme,,Radicalisme
Radicalism,,
Radikalismus,,
Hostages,,
Gijzelaars,,Gijzelaars
Geiseln,,
Summary,,
Standrecht,,
Operation Market-Garden,,
Operatie Market-Garden,,
Operation Market Garden,,
Schlacht um Arnheim,,
Slag om Arnhem,,
Battle of Arnhem,,
Tjideng,,
Arabieren,,
Noodkacheltjes,,
Improvised stoves,,
Notkocher,,
Persgilde,,
Press guild,,
Presse Gilde,,
Zweiter Weltkrieg,,
Second World War,,
Tweede Wereldoorlog,,
Jodenvraagstuk,,
Judenfrage,,
Unternehmen 'Black Tulip',,
Operatie Black Tulip,,
Operation Black Tulip,,
Magic,,
Enigma,,
Publieke opinie,,
Public opinion,,
Öffentliche Meinung,,
Asoziale,,
Asocialen,,
Veldslagen,,Veldslagen
Schlacht,slacht,
Battles,,
Retreat,,
Aftocht,,
Abzug,,
Landingen,,
Landing,,
Landungen,,
Woestijnoorlogen,,Woestijnoorlogen
Desert warfare,,
Wüstenkrieges,,
Luftkrieg,,
Luchtoorlog,luchtoorlog,Luchtoorlog
Aerial warfare,,
D-Day,,
Blitzkrieg,,
Airborne,,
Luchtlandingen,,
Luftlandeoperation,,
Besprekingen,,
Besprechungen,,
Summit,,
Apotheken,,
Pharmacy,,
Apotheke,,
Slavernij,,Slavernij
Sklaverei,,
Slavery,,
Forced labour,,
Zwangsarbeit,,
Dwangarbeid,dwangarbeid,Dwangarbeid
Shipyards,,
Scheepswerven,,
Schiffwerften,,
Binnenvaart,,
Inland navigation,,
Binnenschifffahrt,,
Geschichte der Seefahrt,,
Maritime history,,
Maritieme geschiedenis,,
General Government,,
Generalgouvernement,,
Wartheland,,
Warthegau,,
Besatzungszone,,
Occupation zones,,
Bezettingszones,,Bezettingszones
Gestapo,,
Gemachtigden,,
Bevollmächtigten,,
Representatives,,
Verboten,,
Prohibitions,,
Verboden,,
Rijksdiensten,,
State Services,,
Staatsdienst,,
Ortskommandantur,,
Ortskommandantur',,
Registration,,
Registrierung,,
Registratie,,
Generalkommissariat für besonderen Verwendung,,
Stimmungsberichte,,
Stimmungsberichte',,
Kultuurkamer',,
Dutch Chamber of Culture,,
Kultuurkamer,,
Occupation policy,,
Bezettingspolitiek,,Bezettingspolitiek
Besetzung Politik,,
Loyaliteitsverklaring,,
Declaration of loyalty,,
Loyalitätserklärung,,
Repressie,repressie,Repressie
Unterdrückung,,
Repression,,
Zilver,,
Silber,,
Silver,,
Druckerei,,
Printing company,,
Drukkerijen,,
Luftfahrt,,
Aviation,,
Luchtvaart,,
Shortages,,
Bedürftigkeit,,
Schaarste,,
Engelandvaarders,,Engelandvaarders
Engelandvaarders',,
Geldzuivering,,
Geldzuivering',,
Geldreform,,
Uitkeringen,,
Benefits,,
Sozialhilfe,,
Pensionen,,
Retirement,,
Pensioenen,,
Pensioen- en Uitkeringsraad,,
Pension and Benefit Council,,
Pensioen- en Uitkeringsraad',,
Sociale voorzieningen,,
Soziale Dienste,,
Social services,,
Nederlandsche Landstand',,
Nederlandse Landstand,,
Widerstand der Professoren,,
University professor resistance,,
Hooglerarenverzet,,Hooglerarenverzet
Abstürze,,
Crashes,,
General Headquarters,,
Generale staven,,
Generalstab,,
OKW,,
SHAEF,,
Moralität,,
Sexual morality,,
Zedelijkheid,,
Seksualiteit,,
Sexualität,,
Sexuality,,
Moraal,,
Moral,,
Morality,,
Mantelorganisaties,,
Front organization,,
Frontorganisation,,
U-Boote,,
Duikboten,,Duikboten
Submarines,,
Battle of Berlin,,
Slag om Berlijn,,
Schlacht um Berlin,,
Schlamm,,
Mud,,
Modder,,
Schlacht von Stalingrad,,
Slag om Stalingrad,,
Battle of Stalingrad,,
Operatie Barbarossa,,
Unternehmen Barbarossa,,
Operation Barbarossa,,
Extremisme,,
Extremismus,,
Extremism,,
Sozialdemokratie,,
Sociaal Democraten,,
Social democrats,,
Republikeinen,,
Republicans,,
Republikanismus,,
Militarismus,,
Militarism,,
Militarisme,,
Nationalism,,
Nationalisme,,
Nationalismus,,
Liberalisme,,
Liberalism,,
Liberalismus,,
Zionisme,,
Zionism,,
Zionismus,,
Neo-Nazism,,
Neonazisme,,
Neonazismus,,
Stalinisme,,
Stalinism,,
Stalinismus,,
Right-wing extremism,,
Rechtsextremismus,,
Rechts-extremisme,,
Antifascisme,,
Anti-fascism,,
Antifaschismus,,
Democratie,,
Democracy,,
Demokratie,,
Conservatism,,
Conservatisme,,
Konservatismus,,
Neo-fascism,,
Neofascisme,,
Neofaschismus,,
Freimaurerei,,
Freemasonry,,
Vrijmetselarij,,
Antikommunismus,,
Anti-communism,,
Anti-Communisme,,
Totalitarisme,,
Totalitarismus,,
Totalitarianism,,
Imperialisme,,
Imperialism,,
Imperialismus,,
Anarchism,,
Anarchisme,,
Anarchismus,,
Humanisme,,
Humanism,,
Humanismus,,
Rassismus,,
Racisme,,
Racism,,
Revisionism,,
Revisionisme,,
Revisionismus,,
Auschwitz-Lüge,,
Negationismus,,
Negationisme,,
Negationism,,
Transportvliegtuigen,,
Transport aircraft,,
Frachtflugzeug,,
Antisemitismus,,
Antisemitism,,
Antisemitisme,,Antisemitisme
The Protocols of the Elders of Zion,,
Protokolle der Weisen von Zion,,
Protocollen van de Wijzen van Sion,,
Chinezen,,
Holy cards,,
Bidprentjes,,
Totenzettel,,
Storing,,
Lagerpaltz,,
Opslag,,
Hamstern,,
Hoarding,,
Hamsteren,,Hamsteren
Ehrenfriedhof 'Kembang Kuning',,
Field of honour 'Kembang Kuning',,
Ereveld Kembang Kuning,,
Eerebegraafplaats Bloemendaal,,
Field of honour 'Eerebegraafplaats Bloemendaal',,
Ehrenfriedhof 'Eerebegraafplaats Bloemendaal',,
Vrije Nederlandsche Omroep in Amerika',,
Vrije Nederlandsche Omroep in Amerika,,
Perszuivering,,
Media purge,,
Presse Putz,,
Indonesiërs,,
Interviews,,
Arisering,,
Arisierung,,
Arization,,
Nazification,,
Nazifizierung,,
Nazificatie,,
Bibliographies,,
Bibliografieën,,
Bibliographien,,
Inflatie,,
Inflation,,
Telephony,,
Telefonie,,
Hunting,,
Jagd,,
Jacht,,
Arbeitgeberverband,,
Employers' organisation,,
Werkgeversorganisaties,,
Veruntreuung,,
Fraud,,Fraud
Fraude,,
Wire service,,
Telegrafie,,
Kartelvorming,,
Cartel formation,,
Kartellbildung,,
Verwalters',,
Verwalters,,
Fischerei,,
Fishing,,
Visserij,,
Corruptie,,Corruptie
Corruption,,
Korruption,,
War damage,,
Kriegsschaden,,
Oorlogsschade,,Oorlogsschade
Boykott,,
Boycot,,
Bouwnijverheid,,
Construction industry,,
Bauindustrie,,
Black trade,,
Schleichhandel,,
Zwarthandel,,
Dokument,,
Papier,,
Paper,,
Bau,,
Construction,,
Bouw,,
Insurance,,
Verzekeringen,,
Versicherung,,
Bankwezen,,
Banking,,
Bankwesen,,
Korporatismus,,
Corporatism,,
Corporatisme,,
Staatenlose,,
Statenlozen,,
Displaced persons,,
Hollandsche Schouwburg,,
Hollandsche Schouwburg',,
"Transport XXIV/1 van de Hollandsche Schouwburg (Amsterdam) naar Theresienstadt, 21 april 1943",,
Plattegronden,,
Floor plan,,
Karten,,
Kaartmateriaal,,
Kartenmaterial,,
Maps,,
Tag der Abrechnung,,
Day of Reckoning,,
Bijltjesdag,,
Forces Françaises Libres',,
Free France,,
Vrije Fransen,,
Tiere,,
Animals,,
Dieren,,
Hunde,,
Honden,,
Dogs,,
Paarden,,
Horses,,
Pferde,,
Verkiezingen,,
Elections,,
Wahl,,
Nationale Federatieve Raad van het Voormalig Verzet Nederland,,
Nationale Federatieve Raad van het Voormalig Verzet Nederland',,
Bond van Oud-Illegale Werkers Haarlem,,
Germanisation,,
Germanisering,,
Lagerzeitungen,,
Camp newspapers,,
Kampkranten,,
Trees,,
Bomen,,
Bäume,,
Widerstand,,
Edelweiss Pirates,,
Edelweisspiraten,,
Gruppe Baum,,
20. July 1944,,
20 July 1944,,
20-Jul-44,,
Robinsohn-Strassmann-Gruppe,,
International Communists of Germany,,
Internationale Kommunisten Deutschlands,,
Chug Chaluzi,,
Freies Deutschland,,
Gemeinschaft für Frieden und Aufbau,,
Question of blame,,
Schuldvraag,,
Schuldfrage,,
Beerdigung,,
Funerals,,
Begrafenissen,,
Trawniki,,
Prijspolitiek,,
Pricing policy,,
Preispolitik,,
Raids,,
Overvallen,overvallen,Overvallen
Raubüberfall,,
Wiedergutmachung,,
Compensations,,
Schadeloosstelling,,
Schadensersatz,,
Hiding,,
Onderduik,onderduik,
Agent,,
Agenten,,
Agents,,
Defätismus,,
Defaitisme,,
Defeatism,,
Erziehung,,
Upbringing,,
Opvoeding,,
Opvoedersgilde',,
Opvoedersgilde,,
League of German Girls,,
Bund Deutscher Mädel,,
Hitlerjugend,,
Fortress Holland,,
Festung Holland,,
Vesting Holland,,
Banknoten,,
Banknotes,,
Bankbiljetten,,
Cookery books,,
Kochbücher,,
Kookboeken,,
Surrogaten,,
Surrogates,,
Surrogat,,
Rantsoenering,,Rantsoenering
Rationing,,
Rationierung,,
Nutrition,,
Voeding,,
Ernährung,,
Soup kitchen,,
Gaarkeukens,,
Suppenküchen,,
Maaltijden,,
Mahlzeiten,,
Meals,,
Inter-Kerkelijk Bureau Noodvoedselvoorziening,,
Inter-Kerkelijk Bureau Noodvoedselvoorziening',,
Le-Ezrath Ha-Jeled,,
Jazz,,
Muziekinstrumenten,,
Musical instruments,,
Musikinstrumente,,
Orchester,,
Orchestra,,
Orkesten,,
Zang,,
Singing,,
Gesang,,
Comité van Waakzaamheid van anti-nationaal-socialistische Intellectuelen,,
Comité van Waakzaamheid van anti-nationaal-socialistische Intellectuelen',,
Commando's,,Commando's
Commando,,
Kommandos,,
Schnaps,,
Dranken,,
Liquor,,
Spirituosen,,
Alcohol,,
Alcoholische dranken,,
Reichskanzlei,,
Reich Chancellery,,
Rijkskanselarij,,
Führerbunker,,
De Vliegende Hollander',,
De Vliegende Hollander,,
Luchtpamfletten,,
Luft Broschüren,,
Aerial pamphlets,,
Bureau Afvoer Burgerbevolking,,
Escapes,,
Flucht,,
Ontvluchtingen,ontvluchtingen,Ontvluchtingen
"Transport van Apeldoorn naar Auschwitz-Birkenau, 22 januari 1943- 24 januari 1943",,
Manifesten,,
Manifests,,
Manifeste,,
Anti-NSB',,
Anti-NSB,,
Kataloge,,
Catalogs,,
Catalogi,,
Volk en Vaderland',,
Volk en Vaderland,,
Inundaties,,Inundaties
Inundations,,
Inundierung,,
Portugezen,,
Löhne,,
Wages,,
Lonen,,
Emotionen,,
Emotions,,
Emoties,,
Distributiekantoren,,
Distribution offices,,
Vertriebsstelle,,
Marineinfanterist,,
Marines,,
Mariniers,,Mariniers
Heimliche Ausgaben,,
Clandestine issues,,
Clandestiene uitgaven,,
Potsdam Conference,,
Potsdamer Konferenz,,
Conferentie van Potsdam,,
Wreedheden,wreedheden,Wreedheden
Barbarei,,
Atrocities,,
Krankenkassen,,
Health fund,,
Ziekenfondsen,,
Ziekenfondsbesluit,,
Battle of Britain,,
Slag om Engeland,,
Luftschlacht um England,,
Commissie voor de Perszuivering,,
Commissie voor de Perszuivering',,
Staatseinrichtung,,
Staatsinrichting,,
State-structure,,
Versöhnung,,
Verzoening,,
Reconciliation,,
Merwedegijzelaars',,
Merwedegijzelaars,,Gijzelaars
Camp 'Laan 1914',,
Kamp Laan 1914',,
Kamp Laan 1914,,
Psychiatry,,
Psychiatrie,,
Zentrales Amt für Statistik,,
Central Agency for Statistics,,
Centraal Bureau voor de Statistiek,,
Arbeiders,,
Arbeiter,,
Labourers,,
Labour-dispute,,
Arbeitskonflikte,,
Arbeidsgeschillen,,
Arbeitsämter,,
Labour Offices,,
Arbeidsbureaus,,
Arbeidsvoorwaarden,,
Conditions of employment,,
Arbeitsbedingungen,,
Arbeiterbewegung,,
Arbeidersbewegingen,,
Labour movements,,
Koeriers,,
Couriers,,
Kuriere,,
Flossenbürg,,
Freiberg,,
Oederan,,
Holleischen,,
Leitmeritz,,
Hersbruck,,
Deutsche Reichsbahn,,
Veilingen,,
Auctions,,
Auktionen,,
Algemeen Nederlandsch Persbureau',,
Algemeen Nederlandsch Persbureau,,
De Bezem,,
De Bezem',,
Landtag,,
Landdagen',,
Landdagen,,
Wewelsburg,,
Concertgebouw,,
Winter,,
Bewachung,,
Surveillance,,
Bewaking,,
Werwolf,,
Volkssturm,,
Nederlanders,,
Reviews,,
Recensies,,
Rezension,,
Documentatie,,
Documentation,,
Dokumentation,,
Jeep,,
Christenen,,
Christians,,
Christen,,
Verhören,,
Verhoren,,Verhoren
Interrogations,,
Royal Netherlands Navy,,
Koninklijke Marine,,Koninklijke Marine
Republik Indonesien,,
Republik Indonesia,,
Remonstrantse Broederschap,,
Remonstrantse Broederschap',,
Gereformeerde Kerken in Nederland,,
Gereformeerde Kerken in Nederland',,
Leger des Heils,,
Quakers,,
Orde van Getuigen an Christus,,
Orde van Getuigen van Christus,,
Gereformeerde Kerken vrijgemaakt',,
Gereformeerde Kerken vrijgemaakt,,
Oxford Groep,,
Gereformeerde Bond in de Nederlands Hervormde Kerk,,
Gereformeerde Bond in de Nederlands Hervormde Kerk',,
Niederländisch-reformierte Kirche,,
Dutch Reformed Church,,
Nederlands Hervormde Kerk,,
Euthanasia,,
Euthanasie,,
Hartheim Castle,,
Schloss Hartheim,,
Aktion 14f13,,
Aktion T4,,
Strategy,,
Strategie,,
Planung,,
Planning,,
Medikamente,,
Medication,,
Medicijnen,,
Phone book,,
Telefonbücher,,
Telefoonboeken,,
PTT',,
PTT,,
Deviezen,,
Promissory notes,,
Devisen,,
Dautmergen,,
Gemeenten,,
Municipalities,,
Gemeinde,,
Gerichtliche Anfragen,,
Gerechtelijke onderzoeken,,
Judicial inquiry,,
Protestantsch Hulp Comité voor Uitgewekenen om Ras en Geloof',,
Protestantsch Hulpcomité voor Uitgewekenen om Ras en Geloof,,
Rotes Kreuz,,
Rode Kruis,,
Red Cross,,
RAPWI,,
American Jewish Joint Distribution Committee,,
Red Barnet,,
Red Barnet',,
HARK,,
HARK',,
Nederlands Volksherstel,,
Nederlands Volksherstel',,
Papuas,,
World's fair,,
Wereldtentoonstellingen,,
Weltausstellung,,
Verdragen,,
Treaties,,
Verträge,,
Driemogendhedenpact,,
Tripartite Pact,,
Dreimächtepakt,,
Deutsch-sowjetischer Nichtangriffspakt,,
Molotov-Ribbentrop Verdrag,,
Molotov–Ribbentrop Pact,,
Bretton Woods,,
Klokkenroof',,Klokkenroof'
Expropriation of bells,,
Klokkenroof,,
Sieraden,,
Schmuckstücke,,
Jewellery,,
Goudroof,,Goudroof
Expropriation of gold,,
Goudroof',,
Songs,,
Liederen,,
Lieder,,
Luftlandetruppen,,
Parachutisten,,Parachutisten
Airborne forces,,
Rees,,
Logistics,,
Logistiek,,
Logistik,,
Deutsches Theater in den Niederlanden',,
Deutsches Theater in den Niederlanden,,
Spergebieden,,Spergebieden
Sperrgebiet,,
Exclusion zone,,
Volkswagen Group,,
Volkswagen AG,,
Romans,,
Novels,,
Roman,,
Civilian guard,,
Burgerwacht,,Burgerwacht
Zivilgarde,,
V-Männer',,
V-Männer,,
V-mannen,,V-mannen
Laura,,
KVP,,
KVP',,
Camp money,,
Kampgeld,,
Lagergeld,,
Deportierung,,
Deportation,,
Deportaties,deportaties,Deportaties
Joodsche Eereraad,,
Joodsche Eereraad',,
Entwaffnung,,
Disarmament,,
Ontwapening,,Ontwapening
War preparations,,
Kriegsvorbereitung,,
Oorlogvoorbereiding,,Oorlogvoorbereiding
Verkrachtingen,verkrachtingen,Verkrachtingen
Vergewaltigung,,
Rape,,
Verwoestingen,verwoestingen,Verwoestingen
Devastation,,
Verwüstungen,,
Tarnung,,
Camouflage,,
Wracks,,
Wrakken,,Wrakken
Wrecks,,
Capitulation,,
Kapitulation,,
Capitulatie,,Capitulatie
Final battle,,
Endkampf,,
Eindstrijd,,Eindstrijd
Angriff auf Pearl Harbor,,
Aanval op Pearl Harbor,,
Attack on Pearl Harbor,,
Terrorism,,
Terrorismus,,
Terrorisme,terrorisme,Terrorisme
Luftbildfotografie,,
Luchtfotografie,,
Aerial photography,,
Destruction,,
Vernielingen,vernielingen,Vernielingen
Verwüstung,,
Ankunft,,
Intochten,,
Entry,,
Bürgerziel,,
Civilian targets,,
Burgerdoelen,burgerdoelen,Burgerdoelen
Military supplies,,
Nachschub,,
Bevoorradingen,,
Civil wars,,
Bürgerkrieg,,
Burgeroorlogen,burgeroorlogen,Burgeroorlogen
Wars,,
Oorlogen,oorlogen,Oorlogen
Kriege,,
Flak,,
Anti-aircraft warfare,,
Luchtafweer,,Luchtafweer
Kamikaze,,Kamikaze
Loses,,
Tote,,
Verliezen,gesneuvelden,
Sitzkrieg,,
Phoney War,,
Schemeroorlog,,
Pacific-Oorlog,,
Pacific War,,
Pazifikkrieg,,
Winterkrieg,,
Winteroorlog,,
Winter War,,
Zwangsprostitution,,
Forced prostitution,,
Gedwongen prostitutie,gedwongen prostitutie,Gedwongen prostitutie
Militaire geschiedenis,,
Military history,,
Militärgeschichte,,
Oerwouden,,
Jungle,,
Dschungel,,
Military exercise,,
Militaire oefeningen,,
Militärmanöver,,
Blokkades,,Blokkades
Blockades,,
Blockaden,,
Krupp,,
Psychologische Kriegsführung,,
Psychological warfare,,
Psychologische oorlogvoering,,Psychologische oorlogvoering
Allied occupation,,
Alliierte Besetzung,,
Geallieerde bezetting,,
Russische Besetzung,,
Russian occupation,,
Russische bezetting,,
Italiaanse bezetting,,
Italienische Besetzung,,
Italian occupation,,
Japanische Besetzung,,
Japanese occupation,,
Japanse bezetting,,
Ungarische Besetzung,,
Hungarian occupation,,
Hongaarse bezetting,,
Occupation of the Rhineland,,
Rijnlandbezetting,,
Rheinlandbesetzung,,
Franse bezetting,,
French occupation,,
Französisch Besetzung,,
American occupation,,
Amerikaanse bezetting,,
Amerikanische Besetzung,,
Britse bezetting,,
British occupation,,
Britische Besetzung,,
Duitse bezetting,,
Deutsche Besetzung,,
German occupation,,
Hongertochten,,Hongertochten
Hamsterfahrten,,
Hunger expeditions,,
Kabinett,,
Cabinets,,
Kabinetten,,
Ministers,,
Minister,,
Regering,,
Government,,
Regierung,,
International Criminal Court,,
Internationaal Strafhof,,
Internationaler Strafgerichtshof,,
VJ-Day,,
Hotel de Wereld',,
Hotel De Wereld,,
Hotel De Wereld',,
Fest,,
Celebrations,,
Feesten,,
Stunde Null',,
Stunde Null,,
Evakuierungen,,
Evacuations,,
Evacuaties,,Evacuaties
Nominations,,
Anstellung,,
Benoemingen,,
Wehrmacht,wehrmacht,
Expansion,,
Expansie,,
Neutralität,,
Neutraliteit,,
Neutrality,,
Demilitarisierung,,
Demilitarisering,,Demilitarisering
Demilitarisation,,
Nationalitäten,,
Nationalities,,
Nationaliteiten,,
Atlantik-Charta,,
Atlantic Charter,,
Einverleibung,,
Annexation,,
Gebiedsuitbreiding,,
Gebietsverteilung,,
Gebiedsverdeling,,
Koude Oorlog,,
Cold War,,
Kalter Krieg,,
Isolationismus,,
Isolationisme,,
Isolationism,,
Kolonialgeschichte,,
Colonial history,,
Koloniale geschiedenis,,
Veiligheidsbeleid,,
Safety policy,,
Sicherheitspolitik,,
Frieden,,
Vrede,,
Peace,,
Delegationen,,
Delegations,,
Delegaties,,
Staatsbesuchen,,
Staatsbezoeken,,
State visit,,
Thai,,
Voorlichting,,
Informing,,
Informationen,,
Raid of Putte,,
Razzia van Putten,,
Fall Putten,,
Import,,
Algemeen Nederlands Jeugd Verbond,,
General Dutch Youth League,,
Algemeen Nederlands Jeugd Verbond',,
Arbeiders Jeugd Centrale,,
Dutch Social-democratic youth organisation,,
Arbeiders Jeugd Centrale',,
Padvinderij,,
Pfadfinderbewegung,,
Scouting,,
Nationaal Jongeren Verbond',,
Nationaal Jongeren Verbond,,
Jongelieden Geheel-Onthouders Bond,,
Hechalutz,,
HeHalutz,,
Opleidingskampen,,Opleidingskampen
Trainingcamps,,
Ausbildungslager,,
Maquis,,
Bells,,
Klokken,,
Uhren,,
Vegetables,,
Groenten,,
Gemüse,,
Teachers resistance,,
Schoolverzet',,
Schoolverzet,,Schoolverzet
Steunverlening,,
Unterstützung,,
Support,,
Marechaussee,,
Knokploegen,,Knokploegen
Fighting units,,
Kampforganisation,,
Nederlandse Bescherming Bevolking',,
Zivilschutz,,
Burgerbescherming,,Burgerbescherming
Luchtbescherming,,Luchtbescherming
Air-raid defence,,
Luftschutz,,
Feuerwehr,,
Fire brigade,,
Brandweer,,
Diefstal,,Diefstal
Theft,,
Diebstahl,,
Educations,,
Ausbildung,,
Opleidingen,,
Flags,,
Flaggen,,
Vlaggen,,
Warschauer Aufstand,,
Opstand van Warschau,,
Warsaw Uprising,,
Opstand der Georgiërs,,
Georgischer Aufstand auf Texel,,
Georgian uprising on Texel,,
Jordaanoproer,,Oproer
Jordaanoproer',,
Media,,
Television,,
Fernseher,,
Televisie,,
Internet,,
Oostinzet',,
Oostinzet,,
East effort,,
Kramat,,
Kedoenghalang,,
Lampersari,,
Bangkong,,
Talang Semoet,,
Darmo-wijkkamp',,
Darmo-wijkkamp,,
Boeloe Prison,,
Boeloe-gevangenis,,
Boeloe-gevangenis',,
Banjoebiroe,,
Kareës,,
Halmahera,,
Halmaheira,,
Wijkkamp Malang',,
Wijkkamp Malang,,
Torpedoboten,,
Torpedo-boats,,
Torpedoboot,,Torpedoboot
Straßenpropaganda,,
Straatpropaganda,,
Street propaganda,,
Olympische Spelen,,
Olympic Games,,
Olympischen Spiele,,
Sport,,
Nederlandsche Kultuurraad',,
Dutch Culture Chamber,,
Nederlandsche Kultuurraad,,
Marine Luchtvaartdienst,,
Netherlands Naval Aviation Service,,
Marine Luchtvaartdienst',,
Executions,,
Executies,executies,Executies
Exekution,,
Massa-executies,massa-executies,Massa-executies
Mass executions,,
Massenerschießungen,,
Social history,,
Sozialgeschichte,,
Sociale geschiedenis,,
Mishandeling,mishandeling,Mishandeling
Misshandlung,,
Abuse,,
Humor,,
Office of War Information,,
